Frame,FrameGPUTime,TerrainGPUTime,LaunchpadsGPUTime,SpaceshipGPUTime,ViewAGPUTime,ViewBGPUTime,CPURenderTime,CPUFrameTime,KeyPressC,KeyPressShiftC,KeyPressV,KeyPressF,CameraMovement,SplitScreenEnabled,Camera1Mode,Camera2Mode
784,16.335,4.188,0.037,0.001,4.231,0.001,0.111,0.186,0,0,0,0,0,0,1,1
785,17.036,4.194,0.036,0.001,4.235,0.001,16.239,16.276,0,0,0,0,0,0,1,1
786,16.244,4.181,0.040,0.001,4.227,0.001,0.096,0.158,0,0,0,0,0,0,1,1
787,16.702,4.186,0.038,0.001,4.230,0.001,16.370,16.402,0,0,0,0,0,0,1,1
788,16.421,4.198,0.040,0.001,4.244,0.001,0.052,0.093,0,0,0,0,0,0,1,1
789,16.718,4.179,0.041,0.006,4.229,0.001,16.434,16.459,0,0,0,0,0,0,1,1
790,16.313,4.182,0.042,0.002,4.230,0.001,0.056,0.106,0,0,0,0,0,0,1,1
791,16.938,4.187,0.037,0.001,4.230,0.001,16.315,16.337,0,0,0,0,0,0,1,1
792,16.513,4.189,0.040,0.001,4.235,0.001,0.049,0.095,0,0,0,0,0,0,1,1
793,16.784,4.185,0.037,0.002,4.229,0.001,16.486,16.508,0,0,0,0,0,0,1,1
794,16.488,4.234,0.037,0.001,4.276,0.001,0.051,0.092,0,0,0,0,0,0,1,1
795,17.033,4.235,0.043,0.001,4.282,0.001,16.440,16.462,0,0,0,0,0,0,1,1
796,16.753,4.243,0.039,0.002,4.289,0.001,0.058,0.113,0,0,1,0,0,1,1,1
797,17.110,4.233,0.041,0.003,4.281,0.001,16.628,16.656,0,0,0,0,0,1,1,1
798,16.134,3.864,0.043,0.005,3.917,3.916,0.058,0.111,0,0,0,0,0,1,1,1
799,16.659,3.859,0.042,0.005,3.917,3.912,16.083,16.117,0,0,0,0,0,1,1,1
800,16.580,3.866,0.041,0.005,3.913,3.915,0.057,0.103,0,0,0,0,0,1,1,1
801,16.834,3.863,0.043,0.005,3.919,3.915,16.552,16.578,0,0,0,0,0,1,1,1
802,16.934,3.868,0.044,0.005,3.926,3.921,0.058,0.109,0,0,0,0,0,1,1,1
803,16.471,3.864,0.044,0.004,3.916,3.916,16.861,16.886,0,0,0,0,0,1,1,1
804,16.292,3.862,0.044,0.005,3.916,3.915,0.069,0.132,0,0,0,0,0,1,1,1
805,17.120,3.447,0.034,0.004,3.918,3.489,16.215,16.255,0,0,0,0,0,1,1,1
806,16.245,3.225,0.036,0.003,3.273,3.268,0.063,0.116,0,0,0,0,0,1,1,1
807,18.679,3.238,0.036,0.004,3.257,3.281,16.281,16.307,0,0,0,0,0,1,1,1
808,14.608,3.192,0.034,0.005,3.260,3.235,0.517,0.569,0,0,0,0,0,1,1,1
809,16.992,3.180,0.035,0.004,3.230,3.223,13.932,13.972,0,0,0,0,0,1,1,1
810,16.508,3.165,0.033,0.005,3.222,3.207,0.061,0.113,0,0,0,0,0,1,1,1
811,16.527,3.165,0.035,0.004,3.228,3.209,16.397,16.427,0,0,0,0,0,1,1,1
812,16.366,3.175,0.035,0.004,3.222,3.218,0.069,0.117,0,0,0,0,0,1,1,1
813,16.981,3.180,0.035,0.004,3.218,3.224,16.317,16.341,0,0,0,0,0,1,1,1
814,16.478,3.170,0.036,0.003,3.217,3.213,0.059,0.109,0,0,0,0,0,1,1,1
815,17.308,3.174,0.034,0.004,3.214,3.216,16.444,16.469,0,0,0,0,0,1,1,1
816,15.950,3.178,0.032,0.004,3.208,3.217,0.071,0.127,0,0,0,0,0,1,1,1
817,17.051,3.053,0.029,0.002,3.207,3.087,15.993,16.020,0,0,0,0,0,1,1,1
818,16.891,2.580,0.027,0.003,2.611,2.613,0.061,0.114,0,0,0,0,0,1,1,1
819,16.335,2.580,0.027,0.002,2.611,2.613,16.869,16.893,0,0,0,0,0,1,1,1
820,16.426,2.576,0.028,0.003,2.623,2.611,0.064,0.122,0,0,0,0,0,1,1,1
821,16.984,2.566,0.029,0.002,2.597,2.601,16.404,16.430,0,0,0,0,0,1,1,1
822,16.429,2.566,0.028,0.003,2.590,2.600,0.061,0.113,0,0,0,0,0,1,1,1
823,16.769,2.562,0.029,0.002,2.604,2.597,16.389,16.421,0,0,0,0,0,1,1,1
824,16.567,2.564,0.028,0.002,2.600,2.598,0.058,0.112,0,0,0,0,0,1,1,1
825,17.058,2.559,0.029,0.002,2.604,2.594,16.538,16.564,0,0,0,0,0,1,1,1
826,16.207,2.569,0.027,0.002,2.595,2.602,0.058,0.112,0,0,0,0,0,1,1,1
827,17.376,2.566,0.028,0.001,2.600,2.599,16.081,16.107,0,0,0,0,0,1,1,1
828,16.044,2.568,0.028,0.002,2.612,2.602,0.068,0.131,0,0,0,0,0,1,1,1
829,17.077,2.580,0.027,0.003,2.613,2.614,16.081,16.108,0,0,0,0,0,1,1,1
830,16.230,2.522,0.029,0.001,2.557,2.556,0.072,0.134,0,0,0,0,0,1,1,1
831,17.101,2.518,0.027,0.003,2.553,2.551,16.263,16.289,0,0,0,0,0,1,1,1
832,16.294,2.511,0.027,0.003,2.546,2.544,0.070,0.135,0,0,0,0,0,1,1,1
833,16.870,2.521,0.028,0.002,2.549,2.556,16.326,16.354,0,0,0,0,0,1,1,1
834,16.528,2.511,0.026,0.003,2.551,2.544,0.066,0.129,0,0,0,0,0,1,1,1
835,16.647,2.511,0.028,0.002,2.550,2.544,16.482,16.511,0,0,0,0,0,1,1,1
836,16.525,2.515,0.028,0.002,2.546,2.549,0.069,0.130,0,0,0,0,0,1,1,1
837,16.933,2.514,0.028,0.003,2.546,2.549,16.457,16.485,0,0,0,0,0,1,1,1
838,16.340,2.513,0.027,0.002,2.550,2.546,0.071,0.133,0,0,0,0,0,1,1,1
839,17.398,2.517,0.027,0.002,2.551,2.550,16.351,16.381,0,0,0,0,0,1,1,1
840,17.317,2.510,0.028,0.002,2.546,2.544,0.067,0.129,0,0,0,0,0,1,1,1
841,15.529,2.504,0.026,0.002,2.546,2.535,17.169,17.204,0,0,0,0,0,1,1,1
842,16.431,2.478,0.027,0.003,2.504,2.511,0.072,0.135,1,0,0,0,0,1,2,1
843,17.763,2.474,0.027,0.003,2.506,2.508,16.393,16.422,0,0,0,0,0,1,2,1
844,15.711,2.474,0.027,0.003,2.562,2.508,0.070,0.134,0,0,0,0,0,1,2,1
845,16.765,2.471,0.027,0.002,2.565,2.504,15.622,15.656,0,0,0,0,0,1,2,1
846,16.601,2.467,0.026,0.003,2.574,2.499,0.069,0.159,0,0,0,0,0,1,2,1
847,16.948,2.473,0.027,0.002,2.553,2.506,16.465,16.500,0,0,0,0,0,1,2,1
848,16.457,2.470,0.026,0.003,2.569,2.502,0.081,0.147,0,0,0,0,0,1,2,1
849,16.791,2.464,0.027,0.003,2.570,2.498,16.423,16.453,0,0,0,0,0,1,2,1
850,16.381,2.477,0.028,0.002,2.569,2.511,0.071,0.134,0,0,0,0,0,1,2,1
851,17.237,2.475,0.025,0.002,2.573,2.506,16.386,16.415,0,0,0,0,0,1,2,1
852,16.041,2.478,0.027,0.003,2.576,2.511,0.067,0.131,0,0,0,0,0,1,2,1
853,16.899,2.464,0.027,0.003,2.563,2.498,16.007,16.039,0,0,0,0,0,1,2,1
854,16.380,2.397,0.026,0.002,2.504,2.427,0.068,0.132,0,0,0,0,0,1,2,1
855,16.909,2.400,0.026,0.002,2.510,2.431,16.280,16.317,0,0,0,0,0,1,2,1
856,16.409,2.398,0.026,0.002,2.501,2.430,0.073,0.139,0,0,0,0,0,1,2,1
857,16.899,2.400,0.025,0.002,2.495,2.431,16.372,16.403,0,0,0,0,0,1,2,1
858,16.511,2.393,0.026,0.001,2.509,2.424,0.065,0.126,0,0,0,0,0,1,2,1
859,16.807,2.395,0.027,0.001,2.510,2.427,16.452,16.480,0,0,0,0,0,1,2,1
860,16.503,2.404,0.026,0.002,2.503,2.436,0.073,0.137,0,0,0,0,0,1,2,1
861,16.891,2.399,0.027,0.001,2.506,2.430,16.454,16.481,0,0,0,0,0,1,2,1
862,16.445,2.414,0.026,0.003,2.500,2.446,0.068,0.130,1,0,0,0,0,1,0,1
863,17.323,2.398,0.026,0.003,2.507,2.429,16.391,16.419,0,0,0,0,0,1,0,1
864,16.068,2.396,0.026,0.002,2.263,2.427,0.076,0.142,0,0,0,0,0,1,0,1
865,16.895,2.395,0.026,0.003,2.247,2.427,15.904,16.003,0,0,0,0,0,1,0,1
866,16.345,2.403,0.026,0.003,2.260,2.436,0.099,0.159,0,0,0,0,0,1,0,1
867,16.892,2.412,0.026,0.003,2.244,2.443,16.297,16.328,0,0,0,0,0,1,0,1
868,16.486,2.394,0.026,0.002,2.222,2.426,0.069,0.144,0,0,0,0,0,1,0,1
869,16.746,2.392,0.026,0.002,2.209,2.424,16.426,16.454,0,0,0,0,0,1,0,1
870,16.465,2.410,0.026,0.003,2.213,2.441,0.069,0.134,0,0,0,0,0,1,0,1
871,17.268,2.401,0.027,0.002,2.208,2.434,16.409,16.439,0,0,0,0,0,1,0,1
872,16.116,2.406,0.026,0.002,2.225,2.437,0.067,0.128,0,0,0,0,0,1,0,1
873,16.927,2.401,0.026,0.003,2.215,2.432,15.977,16.010,0,0,0,0,0,1,0,1
874,16.380,2.398,0.026,0.003,2.207,2.430,0.073,0.136,0,0,0,0,0,1,0,1
875,16.954,2.409,0.026,0.001,2.214,2.439,16.349,16.377,0,0,0,0,0,1,0,1
876,16.559,2.401,0.026,0.002,2.233,2.433,0.069,0.133,0,0,0,0,0,1,0,1
877,16.652,2.404,0.026,0.002,2.226,2.434,16.446,16.475,0,0,0,0,0,1,0,1
878,16.641,2.398,0.026,0.001,2.216,2.429,0.066,0.128,0,0,0,0,0,1,0,1
879,16.727,2.398,0.026,0.002,2.229,2.430,16.521,16.551,0,0,0,0,0,1,0,1
880,16.429,2.399,0.026,0.002,2.200,2.431,0.074,0.174,0,0,0,0,0,1,0,1
881,16.988,2.405,0.027,0.001,2.228,2.436,16.351,16.380,0,0,0,0,0,1,0,1
882,16.400,2.396,0.027,0.002,2.210,2.429,0.072,0.138,0,0,0,0,0,1,0,1
883,16.946,2.398,0.026,0.002,2.218,2.430,16.374,16.401,0,0,0,0,0,1,0,1
884,16.454,2.401,0.026,0.002,2.205,2.432,0.070,0.134,0,0,0,0,0,1,0,1
885,16.742,2.398,0.026,0.002,2.219,2.429,16.360,16.402,0,0,0,0,0,1,0,1
886,16.544,2.398,0.027,0.002,2.243,2.430,0.071,0.135,0,0,0,0,0,1,0,1
887,16.851,2.404,0.027,0.002,2.209,2.437,16.332,16.399,0,0,0,0,0,1,0,1
888,16.486,2.401,0.026,0.002,2.221,2.433,0.068,0.133,1,0,0,0,0,1,1,1
889,17.101,2.402,0.026,0.002,2.201,2.433,16.394,16.429,0,0,0,0,0,1,1,1
890,16.369,2.401,0.026,0.002,2.425,2.432,0.072,0.136,0,0,0,0,0,1,1,1
891,16.741,2.408,0.026,0.002,2.427,2.440,16.217,16.250,0,0,0,0,0,1,1,1
892,16.403,2.392,0.027,0.003,2.423,2.424,0.078,0.143,0,0,0,0,0,1,1,1
893,16.880,2.397,0.025,0.002,2.426,2.428,16.381,16.413,0,0,0,0,0,1,1,1
894,16.477,2.403,0.026,0.003,2.429,2.434,0.077,0.144,0,0,0,0,0,1,1,1
895,16.717,2.394,0.026,0.002,2.430,2.425,16.403,16.435,0,0,0,0,0,1,1,1
896,16.669,2.396,0.026,0.001,2.430,2.427,0.073,0.135,0,0,0,0,0,1,1,1
897,16.856,2.398,0.026,0.002,2.428,2.428,16.546,16.575,0,0,0,0,0,1,1,1
898,16.574,2.402,0.025,0.003,2.433,2.434,0.081,0.173,0,0,0,0,0,1,1,1
899,17.352,2.393,0.026,0.002,2.428,2.425,16.498,16.533,0,0,0,0,0,1,1,1
900,15.762,2.397,0.026,0.003,2.423,2.429,0.077,0.146,0,0,0,0,0,1,1,1
901,16.870,2.400,0.027,0.002,2.425,2.432,15.683,15.717,0,0,0,0,0,1,1,1
902,17.043,2.394,0.026,0.002,2.426,2.426,0.067,0.134,0,0,0,0,0,1,1,1
903,16.386,2.402,0.027,0.002,2.437,2.434,16.817,16.845,0,0,0,0,0,1,1,1
904,16.417,2.399,0.026,0.002,2.427,2.431,0.075,0.137,0,0,0,0,0,1,1,1
905,16.939,2.397,0.026,0.001,2.432,2.428,16.426,16.456,0,0,0,0,0,1,1,1
906,16.292,2.402,0.025,0.002,2.429,2.433,0.075,0.138,0,0,0,0,0,1,1,1
907,16.955,2.398,0.025,0.003,2.430,2.430,16.290,16.321,0,0,0,0,0,1,1,1
908,16.622,2.394,0.027,0.002,2.440,2.426,0.080,0.145,0,0,0,0,0,1,1,1
909,16.647,2.389,0.026,0.003,2.439,2.421,16.487,16.518,0,0,0,0,0,1,1,1
910,16.375,2.396,0.026,0.002,2.428,2.428,0.064,0.117,0,0,0,0,0,1,1,1
911,16.986,2.394,0.025,0.003,2.428,2.426,16.343,16.369,0,0,0,0,0,1,1,1
912,16.352,2.394,0.026,0.002,2.432,2.426,0.071,0.131,0,0,0,0,0,1,1,1
913,16.659,2.391,0.026,0.002,2.428,2.423,16.352,16.380,0,0,0,0,0,1,1,1
914,16.673,2.402,0.027,0.002,2.423,2.435,0.054,0.105,0,0,0,0,0,1,1,1
915,16.812,2.393,0.026,0.003,2.427,2.426,16.587,16.610,0,0,0,0,0,1,1,1
916,16.600,2.401,0.026,0.002,2.427,2.433,0.063,0.118,0,0,0,0,0,1,1,1
917,16.642,2.405,0.026,0.001,2.425,2.436,16.549,16.573,0,0,0,0,0,1,1,1
918,16.578,2.393,0.026,0.003,2.423,2.424,0.057,0.116,0,0,0,0,0,1,1,1
919,16.813,2.401,0.026,0.002,2.428,2.432,16.535,16.560,0,0,0,0,0,1,1,1
920,16.545,2.398,0.026,0.002,2.421,2.429,0.065,0.121,0,0,0,1,0,1,1,1
921,17.241,2.416,0.026,0.001,2.425,2.446,16.450,16.478,0,0,0,0,0,1,1,1
922,16.034,2.400,0.025,0.002,2.430,2.430,0.076,0.137,0,0,0,0,0,1,1,1
923,16.845,2.405,0.026,0.002,2.433,2.436,15.928,15.960,0,0,0,0,0,1,1,1
924,16.474,2.396,0.025,0.002,2.432,2.427,0.060,0.118,0,0,0,0,0,1,1,1
925,16.930,2.395,0.026,0.002,2.430,2.426,16.428,16.454,0,0,0,0,0,1,1,1
926,16.406,2.401,0.027,0.003,2.422,2.433,0.064,0.124,0,0,0,0,0,1,1,1
927,16.750,2.402,0.027,0.002,2.429,2.436,16.335,16.363,0,0,0,0,0,1,1,1
928,16.803,2.394,0.027,0.002,2.432,2.425,16.602,16.659,0,0,0,0,0,1,1,1
929,16.462,2.398,0.026,0.001,2.422,2.429,0.061,0.121,0,0,0,0,0,1,1,1
930,16.772,2.406,0.026,0.001,2.428,2.437,16.425,16.453,0,0,0,0,0,1,1,1
931,16.643,2.402,0.026,0.002,2.429,2.433,0.075,0.135,0,0,0,0,0,1,1,1
932,16.837,2.395,0.026,0.002,2.428,2.427,16.580,16.609,0,0,0,0,0,1,1,1
933,16.435,2.400,0.026,0.003,2.425,2.432,0.064,0.130,0,0,0,0,0,1,1,1
934,17.174,2.403,0.025,0.003,2.432,2.434,16.408,16.436,0,0,0,0,0,1,1,1
935,16.175,2.398,0.026,0.002,2.429,2.430,0.066,0.145,0,0,0,0,0,1,1,1
936,16.925,2.399,0.026,0.003,2.432,2.430,16.038,16.069,0,0,0,0,0,1,1,1
937,16.485,2.398,0.026,0.001,2.434,2.429,0.061,0.124,0,0,0,0,0,1,1,1
938,16.891,2.400,0.026,0.002,2.426,2.432,16.387,16.416,0,0,0,0,0,1,1,1
939,16.541,2.403,0.025,0.002,2.433,2.434,0.062,0.126,0,0,0,0,0,1,1,1
940,16.847,2.400,0.027,0.001,2.427,2.431,16.448,16.477,0,0,0,0,0,1,1,1
941,16.254,2.400,0.026,0.002,2.430,2.431,0.070,0.201,0,0,0,0,0,1,1,1
942,16.866,2.398,0.026,0.002,2.431,2.430,16.222,16.254,0,0,0,0,0,1,1,1
943,16.477,2.407,0.026,0.001,2.426,2.438,0.064,0.120,0,0,0,0,0,1,1,1
944,16.889,2.398,0.026,0.003,2.431,2.429,16.451,16.478,0,0,0,0,0,1,1,1
945,16.449,2.405,0.026,0.001,2.431,2.436,0.064,0.120,0,0,0,0,0,1,1,1
946,16.898,2.404,0.026,0.001,2.434,2.435,16.415,16.442,0,0,0,0,0,1,1,1
947,16.554,2.400,0.026,0.003,2.427,2.432,0.069,0.130,0,0,0,0,0,1,1,1
948,16.764,2.404,0.026,0.001,2.428,2.435,16.494,16.522,0,0,0,0,0,1,1,1
949,16.385,2.401,0.027,0.002,2.432,2.433,0.070,0.134,0,0,0,0,0,1,1,1
950,17.444,2.393,0.025,0.002,2.436,2.424,16.348,16.397,0,0,0,0,0,1,1,1
951,16.123,2.407,0.025,0.002,2.440,2.438,0.098,0.200,0,0,0,0,0,1,1,1
952,16.590,2.399,0.025,0.002,2.428,2.429,16.256,16.295,0,0,0,0,0,1,1,1
953,16.950,2.399,0.026,0.002,2.431,2.431,16.441,16.506,0,0,0,0,0,1,1,1
954,16.186,2.406,0.026,0.002,2.439,2.438,0.071,0.135,0,0,0,0,0,1,1,1
955,16.837,2.397,0.027,0.002,2.438,2.430,16.252,16.280,0,0,0,0,0,1,1,1
956,16.648,2.404,0.026,0.002,2.430,2.436,0.074,0.136,0,0,0,0,0,1,1,1
957,16.839,2.397,0.026,0.002,2.429,2.428,16.547,16.576,0,0,0,0,0,1,1,1
958,16.413,2.400,0.026,0.002,2.429,2.432,0.071,0.131,0,0,0,0,0,1,1,1
959,16.881,2.417,0.026,0.002,2.428,2.447,16.401,16.431,0,0,0,0,0,1,1,1
960,16.440,2.406,0.025,0.001,2.431,2.437,0.077,0.139,0,0,0,0,0,1,1,1
961,17.076,2.395,0.027,0.002,2.433,2.426,16.514,16.544,0,0,0,0,0,1,1,1
962,16.321,2.439,0.027,0.003,2.458,2.471,0.076,0.138,0,0,0,0,0,1,1,1
963,17.256,2.431,0.026,0.002,2.458,2.463,16.392,16.423,0,0,0,0,0,1,1,1
964,16.918,2.432,0.027,0.002,2.461,2.465,0.076,0.140,0,0,0,0,0,1,1,1
965,16.585,2.429,0.026,0.002,2.458,2.461,16.322,16.352,0,0,0,0,0,1,1,1
966,16.249,2.428,0.027,0.003,2.460,2.461,0.094,0.166,0,0,0,0,0,1,1,1
967,16.361,2.427,0.026,0.002,2.456,2.459,16.297,16.332,0,0,0,0,0,1,1,1
968,16.553,2.427,0.024,0.003,2.456,2.458,0.064,0.123,0,0,0,0,0,1,1,1
969,16.868,2.427,0.026,0.002,2.461,2.459,16.433,16.461,0,0,0,0,0,1,1,1
970,16.676,2.423,0.027,0.002,2.452,2.456,0.066,0.122,0,0,0,0,0,1,1,1
971,16.806,2.424,0.025,0.002,2.455,2.455,16.408,16.435,0,0,0,0,0,1,1,1
972,16.434,2.423,0.027,0.002,2.455,2.455,0.073,0.141,0,0,0,0,0,1,1,1
973,16.751,2.428,0.026,0.002,2.457,2.460,16.341,16.372,0,0,0,0,0,1,1,1
974,16.402,2.428,0.026,0.003,2.458,2.460,0.072,0.132,0,0,0,0,0,1,1,1
975,16.821,2.423,0.027,0.002,2.457,2.455,16.413,16.444,0,0,0,0,0,1,1,1
976,16.478,2.428,0.028,0.002,2.462,2.461,0.063,0.121,0,0,0,0,0,1,1,1
977,16.945,2.432,0.027,0.002,2.461,2.464,16.443,16.471,0,0,0,0,0,1,1,1
978,16.397,2.421,0.026,0.002,2.465,2.452,0.074,0.180,0,0,0,0,0,1,1,1
979,17.181,2.427,0.027,0.002,2.452,2.459,16.329,16.371,0,0,0,0,0,1,1,1
980,16.246,2.423,0.026,0.002,2.449,2.456,0.075,0.136,0,0,0,0,0,1,1,1
981,16.817,2.421,0.026,0.003,2.462,2.454,16.290,16.318,0,0,0,0,0,1,1,1
982,16.649,2.429,0.027,0.002,2.455,2.461,0.068,0.127,0,0,0,0,0,1,1,1
983,16.643,2.422,0.027,0.003,2.456,2.454,16.601,16.628,0,0,0,0,0,1,1,1
984,16.484,2.428,0.026,0.001,2.446,2.459,0.069,0.132,0,0,0,0,0,1,1,1
985,16.864,2.426,0.026,0.002,2.450,2.458,16.445,16.474,0,0,0,0,0,1,1,1
986,16.435,2.415,0.027,0.001,2.446,2.446,0.072,0.136,0,0,0,0,0,1,1,1
987,16.980,2.421,0.026,0.002,2.448,2.452,16.385,16.414,0,0,0,0,0,1,1,1
988,16.259,2.424,0.027,0.002,2.454,2.456,0.074,0.139,0,0,0,0,0,1,1,1
989,17.100,2.414,0.026,0.002,2.451,2.445,16.296,16.325,0,0,0,0,0,1,1,1
990,16.774,2.416,0.027,0.001,2.460,2.446,16.866,16.918,0,0,0,0,0,1,1,1
991,16.359,2.416,0.026,0.002,2.449,2.447,0.078,0.139,0,0,0,0,0,1,1,1
992,16.860,2.419,0.027,0.002,2.452,2.450,16.341,16.372,0,0,0,0,0,1,1,1
993,16.564,2.417,0.025,0.002,2.449,2.447,0.068,0.123,0,0,0,0,0,1,1,1
994,16.453,2.420,0.027,0.001,2.458,2.450,16.460,16.488,0,0,0,0,0,1,1,1
995,16.466,2.422,0.026,0.002,2.449,2.451,0.057,0.110,0,0,0,0,0,1,1,1
996,17.020,2.419,0.027,0.001,2.452,2.450,16.443,16.469,0,0,0,0,0,1,1,1
997,16.500,2.416,0.026,0.002,2.442,2.447,0.064,0.122,0,0,0,1,0,1,1,1
998,17.905,2.440,0.024,0.002,2.471,2.470,16.502,16.529,0,0,0,0,0,1,1,1
999,15.258,2.437,0.026,0.002,2.467,2.469,0.237,0.297,0,0,0,0,0,1,1,1
1000,17.164,2.444,0.026,0.002,2.476,2.476,15.160,15.194,0,0,0,0,0,1,1,1
1001,16.176,2.430,0.025,0.003,2.461,2.461,0.061,0.114,0,0,0,0,0,1,1,1
1002,16.950,2.431,0.027,0.002,2.466,2.463,16.256,16.286,0,0,0,0,0,1,1,1
1003,16.373,2.428,0.026,0.003,2.466,2.460,0.066,0.123,0,0,0,0,0,1,1,1
1004,16.921,2.433,0.027,0.002,2.458,2.467,16.351,16.375,0,0,0,0,0,1,1,1
1005,16.424,2.430,0.026,0.002,2.466,2.462,0.052,0.104,0,0,0,0,0,1,1,1
1006,16.857,2.437,0.027,0.002,2.465,2.470,16.423,16.445,0,0,0,0,0,1,1,1
1007,16.420,2.435,0.024,0.002,2.472,2.465,0.061,0.115,0,0,0,0,0,1,1,1
1008,17.257,2.436,0.027,0.002,2.469,2.469,16.377,16.402,0,0,0,0,0,1,1,1
1009,16.087,2.438,0.027,0.002,2.467,2.470,0.066,0.128,0,0,0,0,0,1,1,1
1010,16.827,2.447,0.027,0.001,2.478,2.478,16.034,16.066,0,0,0,0,0,1,1,1
1011,16.490,2.439,0.027,0.002,2.467,2.472,0.061,0.116,0,0,0,0,0,1,1,1
1012,16.952,2.435,0.026,0.002,2.476,2.467,16.462,16.488,0,0,0,0,0,1,1,1
1013,16.434,2.433,0.026,0.002,2.472,2.465,0.074,0.130,0,0,0,0,0,1,1,1
1014,16.915,2.430,0.027,0.002,2.470,2.462,16.403,16.432,0,0,0,0,0,1,1,1
1015,16.351,2.438,0.027,0.002,2.465,2.470,0.068,0.132,0,0,0,0,0,1,1,1
1016,17.019,2.435,0.026,0.002,2.468,2.467,16.344,16.371,0,0,0,0,0,1,1,1
1017,16.610,2.433,0.027,0.002,2.462,2.465,0.066,0.129,0,0,0,0,0,1,1,1
1018,16.716,2.432,0.026,0.002,2.472,2.463,16.546,16.574,0,0,0,0,0,1,1,1
1019,16.489,2.429,0.027,0.003,2.471,2.461,0.065,0.125,0,0,0,0,0,1,1,1
1020,16.830,2.439,0.026,0.002,2.466,2.471,16.462,16.489,0,0,0,0,0,1,1,1
1021,16.460,2.442,0.027,0.000,2.464,2.473,0.061,0.124,0,0,0,0,0,1,1,1
1022,18.097,2.430,0.027,0.002,2.467,2.462,16.428,16.456,0,0,0,1,0,1,1,1
1023,15.405,2.439,0.026,0.003,2.474,2.472,0.078,0.142,0,0,0,0,0,1,1,1
1024,17.923,2.434,0.026,0.002,2.472,2.465,15.001,15.051,0,0,0,0,0,1,1,1
1025,15.277,2.437,0.026,0.003,2.467,2.470,0.171,0.234,0,0,0,0,0,1,1,1
1026,17.740,2.431,0.027,0.001,2.468,2.463,15.234,15.281,0,0,0,0,0,1,1,1
1027,16.070,2.435,0.026,0.002,2.467,2.467,0.064,0.130,0,0,0,0,0,1,1,1
1028,16.470,2.434,0.027,0.002,2.463,2.467,16.128,16.155,0,0,0,0,0,1,1,1
1029,16.459,2.433,0.027,0.001,2.465,2.464,0.082,0.150,0,0,0,0,0,1,1,1
1030,17.363,2.435,0.027,0.002,2.471,2.467,16.451,16.486,0,0,0,0,0,1,1,1
1031,19.409,2.431,0.026,0.002,2.467,2.463,0.356,0.426,0,0,0,0,0,1,1,1
1032,15.053,2.432,0.025,0.003,2.468,2.464,19.037,19.102,0,0,0,0,0,1,1,1
1033,15.658,2.374,0.025,0.002,2.470,2.404,0.409,0.487,0,0,0,0,0,1,1,1
1034,15.932,2.314,0.025,0.002,2.344,2.344,14.998,15.075,0,0,0,0,0,1,1,1
1035,16.551,2.307,0.025,0.002,2.341,2.338,0.070,0.137,0,0,0,0,0,1,1,1
1036,16.755,2.318,0.024,0.002,2.338,2.347,16.471,16.504,0,0,0,0,0,1,1,1
1037,16.493,2.304,0.026,0.001,2.337,2.335,0.069,0.133,0,0,0,0,0,1,1,1
1038,17.331,2.306,0.024,0.002,2.346,2.336,16.474,16.502,0,0,0,0,0,1,1,1
1039,16.898,2.307,0.025,0.002,2.340,2.338,0.085,0.175,0,0,0,0,0,1,1,1
1040,16.129,2.314,0.025,0.001,2.339,2.345,16.284,16.321,0,0,0,0,0,1,1,1
1041,17.009,2.307,0.024,0.002,2.338,2.337,0.073,0.138,0,0,0,0,0,1,1,1
1042,16.662,2.323,0.024,0.002,2.339,2.352,16.923,16.952,0,0,0,0,0,1,1,1
1043,16.100,2.311,0.026,0.001,2.340,2.342,0.072,0.134,0,0,0,0,0,1,1,1
1044,16.961,2.307,0.026,0.003,2.333,2.339,16.128,16.157,0,0,0,0,0,1,1,1
1045,16.128,2.303,0.024,0.002,2.338,2.332,0.073,0.131,0,0,0,0,0,1,1,1
1046,16.892,2.300,0.025,0.001,2.330,2.329,16.130,16.159,0,0,0,0,0,1,1,1
1047,16.658,2.300,0.025,0.002,2.329,2.330,0.064,0.119,0,0,0,0,0,1,1,1
1048,16.878,2.287,0.025,0.003,2.319,2.316,16.465,16.492,0,0,0,0,0,1,1,1
1049,16.571,2.299,0.025,0.001,2.323,2.329,0.090,0.163,0,0,0,0,0,1,1,1
1050,16.884,2.304,0.023,0.001,2.315,2.332,16.545,16.579,0,0,0,0,0,1,1,1
1051,16.538,2.301,0.024,0.002,2.317,2.331,0.078,0.143,0,0,0,0,0,1,1,1
1052,17.059,2.298,0.025,0.002,2.311,2.328,16.563,16.597,0,0,0,0,0,1,1,1
1053,16.039,2.295,0.025,0.002,2.315,2.324,0.074,0.133,0,0,0,0,0,1,1,1
1054,16.757,2.295,0.025,0.001,2.324,2.324,16.146,16.175,0,0,0,0,0,1,1,1
1055,16.305,2.292,0.025,0.002,2.313,2.321,0.073,0.134,0,0,0,0,0,1,1,1
1056,16.909,2.297,0.024,0.002,2.321,2.326,16.253,16.281,0,0,0,0,0,1,1,1
1057,16.452,2.291,0.025,0.002,2.312,2.321,0.064,0.120,0,0,0,0,0,1,1,1
1058,16.981,2.296,0.024,0.004,2.315,2.324,16.475,16.502,0,0,0,0,0,1,1,1
