frame,frame_ms,terrain_ms,spaceship_ms,launchpad_ms,viewA_ms,viewB_ms,cpuRender_ms,cpuFrame_ms
1,16.9329,2.33779,0.004096,0.021504,2.30298,2.36544,16.1936,16.2212
2,16.511,2.32141,0.003072,0.021504,2.28864,2.34906,16.7556,16.7875
0,16.6666,2.33574,0.004096,0.022528,2.29274,2.36544,16.4765,16.5007
1,16.4516,2.33165,0.003072,0.021504,2.29786,2.36032,16.6129,16.6381
2,17.1643,2.3296,0.002048,0.022528,2.30195,2.35725,16.5979,16.621
0,16.1567,2.32346,0.002048,0.022528,2.28762,2.35213,16.9336,16.9561
1,17.2134,2.33267,0.003072,0.022528,2.29888,2.3593,16.4126,16.4412
2,16.5468,2.32141,0.003072,0.022528,2.29274,2.3511,16.8882,16.9174
0,16.469,2.32346,0.002048,0.022528,2.304,2.35213,16.5381,16.5673
1,16.6451,2.3296,0.003072,0.022528,2.28557,2.35827,16.3781,16.415
2,16.8448,2.32141,0.003072,0.022528,2.29786,2.35213,16.6307,16.6569
0,16.7793,2.3296,0.003072,0.021504,2.29274,2.35827,16.8058,16.8364
1,16.4956,2.3296,0.003072,0.022528,2.29888,2.35827,16.6716,16.7038
2,16.3512,2.3255,0.003072,0.022528,2.30093,2.35418,16.4446,16.4884
0,17.9773,2.3337,0.003072,0.022528,2.304,2.36339,16.3517,16.373
1,15.7952,2.32653,0.003072,0.022528,2.27328,2.3552,18.4626,18.4908
2,17.494,2.3296,0.003072,0.023552,2.29376,2.3593,15.1821,15.2155
0,15.4358,2.32448,0.003072,0.022528,2.28762,2.35418,17.3583,17.3899
1,16.6001,2.3296,0.002048,0.022528,2.3081,2.35622,15.3934,15.4324
2,17.4848,2.32141,0.002048,0.022528,2.28966,2.35008,16.5954,16.6244
0,16.8468,2.3337,0.003072,0.022528,2.29786,2.36339,17.4492,17.4779
1,16,2.32346,0.002048,0.022528,2.29376,2.35213,16.2552,16.2874
2,17.7316,2.32653,0.002048,0.023552,2.30195,2.35418,16.3093,16.3457
0,15.6713,2.3255,0.003072,0.022528,2.29069,2.35418,17.701,17.7352
1,16.5775,2.33574,0.003072,0.021504,2.29376,2.36442,15.6114,15.6428
2,16.8161,2.33165,0.004096,0.021504,2.30298,2.3593,16.5074,16.5264
0,16.1075,2.33677,0.001024,0.022528,2.29171,2.36339,16.9346,16.9533
1,16.5591,2.33984,0.002048,0.021504,2.29274,2.36749,16.1073,16.1258
2,16.855,2.34086,0.003072,0.022528,2.30195,2.36954,16.5157,16.5326
0,16.7916,2.3296,0.003072,0.022528,2.29274,2.35827,16.7533,16.7699
1,16.5622,2.33472,0.002048,0.022528,2.30195,2.36339,16.8546,16.8698
2,16.8161,2.3296,0.002048,0.023552,2.2999,2.3593,16.5119,16.5279
0,16.642,2.44838,0.002048,0.023552,2.40333,2.47808,16.6318,16.6483
1,16.4311,2.44531,0.003072,0.023552,2.3849,2.47501,16.6228,16.6545
2,16.8653,2.44019,0.003072,0.023552,2.39104,2.47091,16.3996,16.4356
0,16.4977,2.44224,0.003072,0.023552,2.37773,2.47296,16.7032,16.7196
1,16.5509,2.44429,0.004096,0.023552,2.3849,2.47501,16.605,16.6214
2,16.7291,2.44736,0.003072,0.024576,2.39002,2.47706,16.5045,16.5238
0,16.7608,2.44326,0.002048,0.023552,2.40026,2.47296,16.7153,16.7319
1,16.5315,2.43712,0.003072,0.023552,2.38694,2.46784,16.69,16.7089
2,16.7875,2.44224,0.004096,0.022528,2.40538,2.47296,16.511,16.5291
0,18.0982,2.44531,0.002048,0.023552,2.38387,2.47501,16.7115,16.7283
1,15.5894,2.45862,0.003072,0.024576,2.38899,2.49037,17.9592,17.9762
2,16.4628,2.44634,0.002048,0.023552,2.39002,2.47603,15.4407,15.4682
0,17.109,2.43302,0.004096,0.022528,2.3808,2.46374,16.5711,16.5902
1,16.041,2.44531,0.00512,0.021504,2.3849,2.47603,16.9758,16.9924
2,16.683,2.44838,0.002048,0.022528,2.39206,2.47706,16.0366,16.0521
0,16.7014,2.44429,0.002048,0.023552,2.38899,2.47398,16.5742,16.5994
1,16.8018,2.44838,0.003072,0.024576,2.38797,2.4791,16.7673,16.7891
2,16.6646,2.43917,0.002048,0.023552,2.37875,2.46886,16.7956,16.8156
0,16.6318,2.44122,0.004096,0.023552,2.38694,2.47194,16.5346,16.5526
1,16.3973,2.44019,0.003072,0.023552,2.3808,2.47091,16.7166,16.7338
2,16.9339,2.44224,0.003072,0.023552,2.39104,2.47296,16.3519,16.3741
0,16.6093,2.44326,0.002048,0.023552,2.38182,2.47296,16.7413,16.7575
1,17.7787,2.43814,0.003072,0.023552,2.39411,2.46682,16.7481,16.7637
2,17.2134,2.44122,0.002048,0.023552,2.38797,2.47091,17.698,17.7145
0,15.1296,2.47091,0.003072,0.024576,2.40333,2.50163,17.14,17.1596
1,16.5734,2.4576,0.003072,0.024576,2.40845,2.48934,15.122,15.142
2,16.7004,2.46886,0.004096,0.024576,2.40128,2.49958,16.41,16.4272
0,16.6113,2.47501,0.003072,0.023552,2.40333,2.5047,16.8044,16.8215
1,17.8575,2.47296,0.003072,0.024576,2.4064,2.50266,16.4474,16.4627
2,15.4788,2.47603,0.003072,0.024576,2.40435,2.50675,17.8924,17.9105
0,16.6615,2.46682,0.003072,0.024576,2.41459,2.49856,15.4181,15.4378
1,16.6799,2.46682,0.004096,0.023552,2.4023,2.49651,16.5911,16.6097
2,16.5642,2.46784,0.004096,0.022528,2.41152,2.49856,16.7464,16.7618
0,16.555,2.47603,0.002048,0.0256,2.40845,2.50675,16.4923,16.5084
1,16.8929,2.46374,0.003072,0.023552,2.41152,2.49446,16.5142,16.5298
2,16.6646,2.46579,0.003072,0.024576,2.40435,2.49754,16.8587,16.8745
0,16.5724,2.4617,0.003072,0.023552,2.40435,2.49242,16.5292,16.5473
1,16.8827,2.46682,0.003072,0.023552,2.40947,2.49754,16.5707,16.5882
2,16.1946,2.46682,0.003072,0.0256,2.43098,2.49856,16.9438,16.9628
0,16.6728,2.47398,0.003072,0.023552,2.41152,2.50573,16.1617,16.1787
1,17.1725,2.47091,0.003072,0.023552,2.41766,2.50163,17.087,17.1041
2,16.6595,2.46989,0.002048,0.0256,2.39616,2.50163,16.5506,16.5668
0,16.4925,2.46374,0.003072,0.022528,2.40845,2.49242,16.7646,16.7847
1,16.9933,2.46477,0.003072,0.023552,2.40947,2.49549,16.3045,16.3267
2,16.6513,2.47706,0.002048,0.024576,2.40333,2.50675,17.0175,17.0732
0,17.663,2.47091,0.003072,0.022528,2.4064,2.50061,16.3771,16.403
1,16.2621,2.46682,0.003072,0.024576,2.39104,2.49754,17.6168,17.6404
2,17.8381,2.46579,0.00512,0.022528,2.42278,2.49651,16.2396,16.2601
0,16.2038,2.48013,0.003072,0.023552,2.40435,2.51085,17.6344,17.6566
1,16.6574,2.47808,0.003072,0.023552,2.41357,2.50778,16.2393,16.2767
2,16.6963,2.49242,0.003072,0.023552,2.40538,2.52211,16.5601,16.5832
0,15.1859,2.49037,0.003072,0.024576,2.42381,2.52109,16.5563,16.5935
1,17.3967,2.49139,0.004096,0.023552,2.42381,2.52211,15.2356,15.2566
2,17.3773,2.4873,0.003072,0.024576,2.41664,2.51802,17.4039,17.4209
0,15.3948,2.48525,0.003072,0.024576,2.41869,2.51597,17.2638,17.2891
1,16.1833,2.49037,0.002048,0.024576,2.41459,2.52109,13.8833,13.9354
2,16.7997,2.4873,0.004096,0.023552,2.42381,2.51802,16.0834,16.1091
0,16.7342,2.47398,0.004096,0.023552,2.41869,2.50573,16.7504,16.7765
1,16.7055,2.4873,0.003072,0.023552,2.42381,2.51802,16.6915,16.7132
2,17.5073,2.48013,0.003072,0.024576,2.42074,2.50982,16.6017,16.6297
0,16.3942,2.36646,0.003072,0.022528,2.31834,2.39411,17.5462,17.5654
1,16.2417,2.37363,0.003072,0.022528,2.31834,2.40333,16.2374,16.2581
2,16.3922,2.3552,0.003072,0.022528,2.32038,2.38387,16.4108,16.4308
0,16.9462,2.36646,0.002048,0.023552,2.31219,2.39616,16.1774,16.2018
1,17.1786,2.36339,0.002048,0.022528,2.31526,2.39206,17.007,17.0315
2,16.4086,2.35622,0.004096,0.022528,2.3081,2.38592,16.9885,17.0303
0,16.0594,2.36442,0.003072,0.001024,2.31117,2.39514,16.4555,16.4948
1,16.6779,2.3593,0.003072,0.022528,2.30912,2.38899,15.9753,16.0146
2,16.7373,2.37261,0.003072,0.024576,2.32243,2.4023,16.5131,16.5548
0,16.8428,2.35725,0.003072,0.022528,2.31014,2.3849,16.6754,16.7104
1,16.553,2.3552,0.003072,0.022528,2.32038,2.38285,16.7521,16.779
2,16.6461,2.35827,0.003072,0.022528,2.30912,2.38694,16.5671,16.5935
0,17.3046,2.36032,0.002048,0.023552,2.30707,2.39002,16.5014,16.5317
1,16.17,2.3593,0.002048,0.022528,2.31424,2.38797,17.1979,17.2326
2,16.2775,2.36134,0.004096,0.024576,2.30707,2.39104,16.1617,16.1975
0,17.1592,2.35827,0.002048,0.023552,2.30912,2.38797,16.2632,16.2995
1,16.4547,2.3593,0.003072,0.022528,2.30195,2.38797,17.111,17.1545
2,16.7946,2.35622,0.002048,0.023552,2.31117,2.38387,16.3637,16.3862
0,16.1761,2.36032,0.003072,0.022528,2.3081,2.39002,16.7508,16.7695
1,17.2841,2.36032,0.002048,0.022528,2.31629,2.38899,16.2694,16.2883
2,16.5151,2.36544,0.002048,0.022528,2.30707,2.39411,17.2294,17.25
0,17.0322,2.36851,0.003072,0.023552,2.29581,2.39821,16.428,16.4474
1,16.1239,2.36339,0.003072,0.022528,2.30707,2.39309,17.0073,17.0275
2,17.0035,2.36339,0.003072,0.021504,2.30912,2.39104,15.9697,15.995
0,16.2632,2.3593,0.002048,0.022528,2.30298,2.38797,17.0316,17.0574
1,18.0357,2.37261,0.004096,0.022528,2.2999,2.4023,16.1819,16.2229
2,15.4071,2.36339,0.003072,0.022528,2.28352,2.39309,17.9719,18.0034
0,16.5212,2.35725,0.003072,0.022528,2.30912,2.38592,15.278,15.3115
1,16.9503,2.3593,0.002048,0.022528,2.30912,2.38797,16.5513,16.573
2,16.1884,2.36032,0.003072,0.021504,2.30605,2.38899,16.8688,16.8913
0,17.9292,2.36237,0.002048,0.023552,2.3081,2.39206,16.3018,16.3249
1,15.7276,2.36646,0.003072,0.023552,2.29478,2.39514,17.7247,17.7445
2,17.8678,2.36339,0.004096,0.021504,2.29274,2.39309,15.724,15.7467
0,14.8685,2.36339,0.003072,0.023552,2.29171,2.39309,17.634,17.6593
1,16.9523,2.36646,0.003072,0.022528,2.31117,2.39616,15.0046,15.0661
2,16.5294,2.35622,0.002048,0.023552,2.29274,2.38387,16.9038,16.9232
0,16.7496,2.35315,0.003072,0.023552,2.30912,2.38182,16.4744,16.4983
1,16.7793,2.37363,0.003072,0.023552,2.2999,2.40333,17.1456,17.1682
2,16.684,2.36544,0.002048,0.022528,2.30195,2.39411,16.2652,16.2892
0,17.8821,2.35622,0.003072,0.022528,2.29069,2.38592,16.5936,16.6151
1,17.0158,2.36237,0.002048,0.023552,2.29376,2.39002,17.8286,17.8516
2,15.2771,2.3593,0.003072,0.021504,2.28352,2.38797,17.0212,17.058
0,17.41,2.36442,0.003072,0.023552,2.28966,2.39411,15.1536,15.1786
1,16.0266,2.37466,0.003072,0.022528,2.28966,2.40333,17.4219,17.4403
2,16.3103,2.36749,0.003072,0.021504,2.29478,2.39616,16.0193,16.0571
0,18.0787,2.36032,0.004096,0.022528,2.29274,2.38899,16.1403,16.1836
1,15.2218,2.36646,0.001024,0.023552,2.28454,2.39514,18.0899,18.1338
2,16.7178,2.36954,0.002048,0.022528,2.28966,2.39821,15.2376,15.2675
0,17.7254,2.36339,0.003072,0.021504,2.28454,2.39206,16.6204,16.657
1,15.7573,2.36954,0.002048,0.022528,2.28454,2.39821,17.5792,17.6108
2,16.8397,2.36749,0.002048,0.022528,2.28045,2.39616,15.6653,15.7007
0,16.8632,2.35622,0.002048,0.023552,2.27533,2.38285,16.8201,16.859
1,16.2048,2.35315,0.002048,0.022528,2.28454,2.3808,16.7814,16.8042
2,16.7752,2.3552,0.003072,0.022528,2.28966,2.38387,16.129,16.1518
0,16.5376,2.3552,0.003072,0.021504,2.28045,2.38285,16.7285,16.7579
1,16.7137,2.36851,0.004096,0.022528,2.28454,2.39821,16.579,16.6017
2,16.8561,2.35213,0.003072,0.022528,2.27533,2.3808,16.7197,16.7565
0,17.0496,2.35213,0.004096,0.022528,2.27533,2.38182,16.6405,16.6629
1,16.0594,2.3593,0.003072,0.022528,2.27021,2.38899,17.0465,17.0774
2,16.5294,2.36544,0.003072,0.022528,2.2743,2.39411,16.0226,16.0512
0,16.7905,2.35315,0.002048,0.021504,2.2825,2.3808,16.5125,16.5398
1,16.5939,2.35827,0.004096,0.023552,2.2784,2.38899,16.669,16.6936
2,16.8796,2.3511,0.003072,0.023552,2.27328,2.37978,16.5492,16.577
0,16.3686,2.35827,0.003072,0.022528,2.26816,2.38694,16.8899,16.9172
1,16.8755,2.35827,0.002048,0.022528,2.27635,2.38694,16.346,16.3743
2,16.9851,2.35827,0.004096,0.022528,2.26816,2.38694,16.6354,16.6692
0,15.8208,2.35008,0.002048,0.022528,2.26406,2.37875,16.9898,17.0159
1,18.3634,2.35725,0.002048,0.022528,2.27533,2.38592,15.906,15.926
2,15.5843,2.35315,0.003072,0.022528,2.26611,2.38182,18.253,18.2738
0,16.4106,2.35315,0.002048,0.022528,2.27328,2.38182,15.5184,15.5495
1,16.638,2.35827,0.003072,0.024576,2.26918,2.38694,16.3655,16.3868
2,16.6769,2.3511,0.004096,0.022528,2.26816,2.37978,16.6985,16.7179
0,16.6359,2.34803,0.002048,0.021504,2.26099,2.37466,16.4685,16.4972
1,16.9503,2.34291,0.002048,0.022528,2.26816,2.37158,16.6374,16.6682
2,16.4782,2.35315,0.003072,0.02048,2.26202,2.3808,16.8706,16.8985
0,16.724,2.34291,0.003072,0.023552,2.25587,2.37363,16.4864,16.5158
1,16.7578,2.35315,0.002048,0.022528,2.25075,2.38182,16.5523,16.5807
2,16.4792,2.33882,0.002048,0.023552,2.26918,2.36851,16.7188,16.7431
0,16.8837,2.34394,0.003072,0.023552,2.26202,2.37261,16.6086,16.6473
1,16.5345,2.3511,0.003072,0.022528,2.25792,2.3808,16.6988,16.7236
2,16.5089,2.34701,0.002048,0.022528,2.25075,2.37568,16.5209,16.5404
0,16.4803,2.33779,0.002048,0.023552,2.25382,2.36749,16.444,16.4679
1,16.9626,2.34598,0.002048,0.022528,2.2569,2.37466,16.4453,16.482
2,16.5509,2.34189,0.004096,0.021504,2.24768,2.37056,16.8308,16.8524
0,16.4966,2.33574,0.002048,0.022528,2.24768,2.36442,16.557,16.5792
1,17.4377,2.34496,0.002048,0.023552,2.24563,2.37466,16.511,16.5314
2,15.9918,2.3296,0.001024,0.023552,2.23642,2.35725,17.3179,17.3402
0,17.2124,2.33165,0.002048,0.022528,2.24666,2.36032,16.0142,16.0434
1,18.007,2.33267,0.001024,0.023552,2.23642,2.36134,17.0451,17.0726
2,15.0006,2.34189,0.003072,0.021504,2.24358,2.37056,18.0107,18.0349
0,16.3236,2.34701,0.003072,0.022528,2.23744,2.37568,14.8622,14.8841
1,16.7557,2.34906,0.002048,0.024576,2.24051,2.37773,16.4482,16.4737
2,16.7987,2.33779,0.003072,0.021504,2.22925,2.36646,16.6816,16.7081
0,16.3082,2.33779,0.003072,0.021504,2.23437,2.36646,16.6466,16.6731
1,16.9615,2.33472,0.003072,0.022528,2.24563,2.36442,16.6577,16.6829
2,16.4721,2.33472,0.003072,0.022528,2.23437,2.36339,16.5607,16.5858
0,16.6861,2.33472,0.002048,0.023552,2.24358,2.36442,16.4512,16.476
1,16.6318,2.32858,0.002048,0.022528,2.22822,2.35725,16.7109,16.734
2,17.2687,2.32346,0.003072,0.022528,2.23642,2.35213,16.6227,16.6461
0,16.1167,2.32858,0.003072,0.022528,2.22515,2.35725,17.2075,17.2253
1,16.9851,2.33677,0.003072,0.022528,2.23232,2.36646,15.9991,16.0663
2,16.3953,2.32038,0.002048,0.021504,2.2313,2.34803,16.8961,16.9217
0,17.3804,2.3337,0.002048,0.022528,2.2272,2.36237,16.4019,16.4234
1,16.3707,2.3296,0.002048,0.023552,2.22106,2.35827,17.3108,17.3326
2,16.7485,2.32243,0.003072,0.023552,2.22618,2.35213,16.2256,16.2633
0,16.6461,2.32141,0.002048,0.022528,2.21286,2.35008,16.6728,16.7121
1,18.133,2.33267,0.003072,0.023552,2.21286,2.36237,16.5337,16.5824
2,16.5396,2.31322,0.003072,0.022528,2.20672,2.34291,18.0777,18.126
0,14.7732,2.43098,0.002048,0.024576,2.30912,2.46067,16.5539,16.5844
1,17.0998,2.42483,0.002048,0.024576,2.31629,2.45555,14.7775,14.8162
2,16.5325,2.40742,0.003072,0.022528,2.29171,2.43712,16.8412,16.8791
0,16.5417,2.40538,0.002048,0.024576,2.29274,2.43507,16.4709,16.5019
1,16.8397,2.40333,0.002048,0.023552,2.28966,2.43302,16.555,16.5843
2,17.0496,2.40845,0.002048,0.023552,2.29069,2.43814,16.7424,16.7852
0,15.9007,2.41562,0.003072,0.024576,2.28147,2.44634,17.0668,17.0895
1,17.3926,2.40742,0.004096,0.023552,2.2825,2.43814,15.9111,15.9359
2,16.4086,2.41869,0.003072,0.024576,2.28966,2.44838,17.3333,17.355
0,16.6984,2.42074,0.003072,0.024576,2.29376,2.45043,16.2303,16.2499
1,16.3103,2.41664,0.003072,0.024576,2.28352,2.44634,16.721,16.7637
2,16.3799,2.42688,0.002048,0.024576,2.28557,2.45658,16.2671,16.2949
0,16.7731,2.42381,0.003072,0.0256,2.29581,2.45453,16.4006,16.4222
1,16.7885,2.41971,0.003072,0.023552,2.29274,2.45043,16.7562,16.7761
2,16.6984,2.43507,0.003072,0.022528,2.28557,2.46477,16.7418,16.7618
0,16.6103,2.41971,0.003072,0.023552,2.28966,2.45043,16.6154,16.6362
1,16.469,2.43098,0.003072,0.022528,2.28352,2.46067,16.6016,16.6269
2,16.9554,2.41971,0.002048,0.023552,2.29683,2.44941,16.4249,16.4504
0,16.7301,2.41971,0.003072,0.023552,2.28557,2.44941,16.9099,16.9329
1,17.7029,2.41664,0.004096,0.023552,2.2825,2.44736,16.5471,16.569
2,16.766,2.41766,0.004096,0.024576,2.26816,2.44941,17.7203,17.742
0,15.9447,2.41459,0.003072,0.024576,2.26918,2.44531,16.7289,16.7521
1,17.6435,2.41562,0.002048,0.023552,2.26304,2.44429,15.8648,15.8929
2,15.5136,2.41869,0.002048,0.024576,2.2569,2.44941,17.5235,17.5477
0,16.3584,2.40845,0.003072,0.023552,2.2569,2.43814,15.4811,15.5163
1,17.3414,2.40333,0.002048,0.0256,2.24768,2.43507,16.4915,16.5227
2,16.427,2.40538,0.002048,0.024576,2.24256,2.43507,17.0405,17.0686
0,16.3359,2.4105,0.002048,0.024576,2.2272,2.44122,16.3598,16.3889
1,16.7455,2.41459,0.001024,0.024576,2.21696,2.44429,16.3136,16.3453
2,16.4506,2.4064,0.002048,0.024576,2.2057,2.4361,16.6086,16.6311
0,16.6615,2.41357,0.003072,0.023552,2.20877,2.44326,16.4905,16.5118
1,17.1776,2.40128,0.002048,0.023552,2.21184,2.42995,16.5649,16.5859
2,16.7926,2.40742,0.002048,0.023552,2.19955,2.4361,17.1332,17.1512
0,15.8177,2.39821,0.003072,0.0256,2.2016,2.42893,16.866,16.8893
1,17.0127,2.40435,0.001024,0.024576,2.19034,2.43405,15.681,15.7155
2,16.9748,2.40742,0.002048,0.0256,2.18522,2.43814,16.9131,16.9365
0,16.3297,2.40742,0.002048,0.023552,2.18112,2.4361,17.1157,17.1412
1,16.8243,2.39821,0.003072,0.0256,2.19238,2.42893,16.2078,16.2382
2,17.5811,2.39718,0.002048,0.024576,2.16883,2.4279,16.6972,16.7251
0,15.5822,2.40026,0.003072,0.024576,2.16371,2.43098,17.4377,17.4772
1,16.5018,2.39104,0.002048,0.023552,2.16166,2.42074,15.5505,15.6017
2,16.9441,2.3849,0.002048,0.024576,2.14221,2.41459,16.5091,16.5478
0,16.4925,2.39514,0.003072,0.024576,2.13709,2.42483,17.0174,17.0532
1,16.6687,2.37875,0.002048,0.024576,2.13197,2.40845,16.242,16.2773
2,17.1551,2.38182,0.002048,0.024576,2.1248,2.41254,16.5123,16.5409
0,17.1448,2.37773,0.001024,0.024576,2.12275,2.40742,17.0834,17.1186
1,16.8018,2.37875,0.003072,0.024576,2.11251,2.40947,17.1799,17.2087
2,17.2073,2.3767,0.003072,0.023552,2.10842,2.4064,16.7715,16.7987
0,16.8806,2.37875,0.003072,0.024576,2.11968,2.40947,17.0476,17.0795
1,16.2621,2.38182,0.003072,0.024576,2.11866,2.41152,16.5828,16.801
2,15.6447,2.3767,0.001024,0.0256,2.11456,2.40742,16.3128,16.3502
0,16.2796,2.37875,0.002048,0.024576,2.11251,2.40947,15.6259,15.6457
1,16.5724,2.37261,0.003072,0.023552,2.11149,2.4023,16.1642,16.2013
2,16.6912,2.37158,0.003072,0.023552,2.11046,2.40026,16.5576,16.5818
0,16.7035,2.36851,0.003072,0.024576,2.11046,2.39923,16.5997,16.6225
1,17.2943,2.36954,0.003072,0.023552,2.11149,2.40026,16.7591,16.7787
2,16.1034,2.3593,0.002048,0.0256,2.11149,2.39002,17.2421,17.2594
0,17.1694,2.35315,0.002048,0.0256,2.11251,2.38182,15.9671,15.9995
1,16.1116,2.36134,0.003072,0.023552,2.11149,2.39104,17.2301,17.2561
2,16.4332,2.35622,0.003072,0.024576,2.11149,2.38797,15.9194,15.9532
0,20.1196,2.35725,0.003072,0.0256,2.11149,2.38694,16.3462,16.3793
1,13.524,2.34701,0.001024,0.024576,2.11251,2.3767,20.2545,20.283
2,16.382,2.34906,0.003072,0.0256,2.11149,2.38182,11.6445,13.3691
0,16.8489,2.34906,0.002048,0.0256,2.11149,2.3808,16.3684,16.3981
1,16.4506,2.34803,0.002048,0.024576,2.11149,2.37773,16.8228,16.8449
2,16.5519,2.34086,0.003072,0.024576,2.11149,2.37056,16.4854,16.5057
0,17.1561,2.34189,0.002048,0.0256,2.11046,2.37158,16.5078,16.5351
1,16.7209,2.33267,0.003072,0.024576,2.11149,2.36442,16.9713,16.9982
2,16.2376,2.33677,0.002048,0.024576,2.11149,2.36749,16.7054,16.7341
0,16.768,2.33677,0.003072,0.024576,2.11149,2.36851,16.1013,16.1502
1,17.836,2.33984,0.002048,0.024576,2.11149,2.36851,16.7543,16.7804
2,15.5873,2.33165,0.004096,0.024576,2.11149,2.36237,17.7018,17.7276
0,16.554,2.36237,0.004096,0.024576,2.12582,2.39309,15.611,15.6541
1,16.4076,2.35008,0.002048,0.023552,2.12685,2.37875,16.5209,16.5497
2,16.7885,2.40128,0.003072,0.024576,2.16986,2.43302,16.3953,16.429
0,18.1432,2.39514,0.004096,0.024576,2.16883,2.42586,16.6933,16.718
1,17.0117,2.39206,0.002048,0.026624,2.17395,2.42381,18.0936,18.115
2,15.2279,2.38387,0.003072,0.023552,2.17395,2.41459,16.8662,16.8923
0,16.5622,2.38285,0.002048,0.0256,2.17293,2.41459,15.2007,15.2301
1,16.5519,2.38592,0.003072,0.024576,2.176,2.41664,16.5,16.5183
2,16.7475,2.33472,0.002048,0.024576,2.12787,2.36442,16.5558,16.595
0,16.3994,2.32653,0.002048,0.024576,2.12685,2.35725,16.6292,16.6606
1,16.7455,2.32858,0.002048,0.023552,2.12582,2.35827,16.4346,16.4663
2,16.5458,2.33062,0.003072,0.024576,2.13094,2.36237,16.6382,16.699
0,16.8079,2.32755,0.003072,0.026624,2.14221,2.36134,16.4931,16.5354
1,16.5048,2.32448,0.003072,0.024576,2.14118,2.35622,16.837,16.8624
2,17.2308,2.32346,0.002048,0.0256,2.14221,2.35418,16.45,16.4761
0,16.3584,2.32038,0.003072,0.024576,2.14221,2.35213,17.0148,17.0431
1,16.638,2.31936,0.003072,0.0256,2.14221,2.3511,16.3674,16.3995
2,16.4372,2.3081,0.003072,0.024576,2.14221,2.33984,16.5245,16.5506
0,16.7629,2.30707,0.004096,0.023552,2.14221,2.33779,16.4721,16.5069
1,16.5888,2.30195,0.002048,0.0256,2.14221,2.3337,16.7069,16.7348
2,16.9155,2.304,0.002048,0.0256,2.14221,2.3337,16.5237,16.5627
0,16.2324,2.29786,0.002048,0.024576,2.14221,2.32755,16.8185,16.847
1,16.6461,2.30502,0.004096,0.024576,2.14221,2.33574,16.2816,16.3054
2,16.6676,2.29376,0.003072,0.0256,2.14221,2.32448,16.5778,16.6045
0,16.9093,2.30195,0.004096,0.023552,2.15654,2.3337,16.5387,16.6109
1,16.4362,2.30195,0.002048,0.0256,2.15757,2.3337,16.7661,16.7912
2,16.8346,2.29683,0.003072,0.024576,2.15757,2.32755,16.4524,16.4797
0,17.0834,2.29786,0.002048,0.0256,2.15654,2.3296,16.9508,16.992
1,16.938,2.29376,0.003072,0.024576,2.15654,2.3255,16.8509,16.8816
2,15.8484,2.29478,0.002048,0.0256,2.15757,2.32448,16.8407,16.88
0,16.6257,2.28966,0.002048,0.024576,2.15757,2.32038,15.8645,15.903
1,17.0353,2.29069,0.002048,0.0256,2.15757,2.32243,16.5804,16.6088
2,16.7485,2.28659,0.004096,0.024576,2.15654,2.31834,16.8501,16.8831
0,16.7424,2.27942,0.003072,0.026624,2.15757,2.31117,16.7048,16.7431
1,16.2591,2.27738,0.002048,0.024576,2.15654,2.3081,16.62,16.7261
2,16.6001,2.27328,0.002048,0.0256,2.15654,2.30502,16.2837,16.3195
0,16.7895,2.31526,0.003072,0.026624,2.18931,2.34906,16.5114,16.5498
1,16.5274,2.31834,0.002048,0.0256,2.18931,2.34906,16.6929,16.7211
2,16.7096,2.29683,0.002048,0.0256,2.18931,2.32858,16.471,16.4992
0,16.7404,2.29069,0.003072,0.024576,2.18829,2.32141,16.6509,16.6905
1,16.5038,2.28966,0.003072,0.024576,2.18829,2.32038,16.7329,16.7742
2,16.7281,2.28557,0.002048,0.026624,2.18829,2.31834,16.4437,16.4695
0,16.6277,2.28045,0.004096,0.0256,2.18931,2.31322,16.6784,16.7057
1,16.8448,2.2784,0.002048,0.024576,2.18931,2.3081,16.582,16.6141
2,16.5294,2.29274,0.003072,0.0256,2.20672,2.32346,16.8028,16.8285
0,20.1103,2.28454,0.004096,0.024576,2.18931,2.31629,16.4678,16.4936
1,13.054,2.27942,0.003072,0.024576,2.19034,2.31014,20.0653,20.0897
2,16.7066,2.29171,0.003072,0.024576,2.18931,2.32346,12.9051,12.9362
0,17.5759,2.29683,0.003072,0.024576,2.20365,2.32858,16.7097,16.7427
1,15.8802,2.28045,0.003072,0.026624,2.2057,2.31219,17.5134,17.5495
2,17.406,2.2784,0.003072,0.023552,2.2057,2.3081,15.8436,15.8732
0,19.0904,2.27533,0.003072,0.026624,2.20467,2.3081,17.1586,17.186
1,13.398,2.27533,0.002048,0.0256,2.2057,2.30707,16.3978,16.4274
2,16.6707,2.26714,0.002048,0.0256,2.20365,2.29888,16.1748,16.2066
0,16.5929,2.26304,0.004096,0.027648,2.20467,2.29683,16.5993,16.6291
1,16.9144,2.26509,0.004096,0.0256,2.20467,2.29683,16.5158,16.5361
2,16.1812,2.25997,0.002048,0.026624,2.2057,2.29274,16.7446,16.7622
0,16.9226,2.26611,0.004096,0.024576,2.2057,2.29786,16.3249,16.3414
1,16.8038,2.27738,0.004096,0.024576,2.20467,2.30912,16.7825,16.8004
2,16.8448,2.26611,0.003072,0.0256,2.20467,2.29786,16.8084,16.8237
0,16.2468,2.27226,0.002048,0.026624,2.22106,2.304,16.7052,16.7281
1,16.7393,2.27123,0.003072,0.0256,2.22208,2.30298,16.2216,16.2422
