Frame,FrameGPUTime,TerrainGPUTime,LaunchpadsGPUTime,SpaceshipGPUTime,ViewAGPUTime,ViewBGPUTime,CPURenderTime,CPUFrameTime,KeyPressC,KeyPressShiftC,KeyPressV,KeyPressF,CameraMovement,SplitScreenEnabled,Camera1Mode,Camera2Mode
68,17.7951,1.2247,0.011264,0.001024,1.67111e+13,1.73566e+12,0.1925,0.295,0,0,0,0,0,0,0,1
69,14.8367,1.24621,0.011264,0.001024,1.67111e+13,1.73566e+12,0.2327,0.2647,0,0,0,0,0,0,0,1
70,16.6021,1.22368,0.012288,0.001024,1.67111e+13,1.73566e+12,0.2635,0.2958,0,0,0,0,0,0,0,1
71,18.3665,1.22982,0.013312,0.001024,1.67111e+13,1.73566e+12,0.1924,0.2134,0,0,0,0,0,0,0,1
72,16.3656,1.23187,0.012288,0.001024,1.67111e+13,1.73566e+12,0.4556,0.4762,0,0,0,0,0,0,0,1
73,15.4501,1.21754,0.011264,0.001024,1.67111e+13,1.73566e+12,0.2045,0.227,0,0,0,0,0,0,0,1
74,19.3556,1.2073,0.012288,0.001024,1.67111e+13,1.73566e+12,0.2471,0.2678,0,0,0,0,0,0,0,1
75,15.5187,1.19398,0.008192,0.003072,1.67111e+13,1.73566e+12,0.4516,0.4906,0,0,0,0,0,0,0,1
76,16.9144,1.19501,0.013312,0.001024,1.67111e+13,1.73566e+12,0.6827,0.7145,0,0,0,0,0,0,0,1
77,17.4356,1.2032,0.012288,0.001024,1.67111e+13,1.73566e+12,0.8826,0.9338,0,0,0,0,0,0,0,1
78,15.8075,1.19296,0.012288,0.001024,1.67111e+13,1.73566e+12,0.7495,0.7792,0,0,0,0,0,0,0,1
79,16.1464,1.19194,0.012288,0.001024,1.67111e+13,1.73566e+12,0.389,0.4136,0,0,0,0,0,0,0,1
80,16.3461,1.19091,0.013312,0.001024,1.67111e+13,1.73566e+12,0.2085,0.2358,0,0,0,0,0,0,0,1
81,16.0881,1.18989,0.011264,0.001024,1.67111e+13,1.73566e+12,0.5075,0.5296,0,0,0,0,0,0,0,1
82,18.4218,1.18886,0.012288,0.001024,1.67111e+13,1.73566e+12,0.3381,0.3695,0,0,0,0,0,0,0,1
83,14.7569,1.19398,0.012288,0.001024,1.67111e+13,1.73566e+12,0.3218,0.3502,0,0,0,0,0,0,0,1
84,17.3097,1.18682,0.013312,0.001024,1.67111e+13,1.73566e+12,0.2072,0.2725,0,0,0,0,0,0,0,1
85,16.0471,1.18784,0.012288,0.001024,1.67111e+13,1.73566e+12,0.4191,0.4742,0,0,0,0,0,0,0,1
86,16.7516,1.18682,0.013312,0,1.67111e+13,1.73566e+12,0.2947,0.3465,0,0,0,0,0,0,0,1
87,16.7301,1.18784,0.011264,0.001024,1.67111e+13,1.73566e+12,0.2701,0.3198,0,0,0,0,0,0,0,1
88,17.0619,1.18886,0.027648,0,1.67111e+13,1.73566e+12,0.3318,0.3673,0,0,0,0,0,0,0,1
89,16.8438,1.18784,0.012288,0.001024,1.67111e+13,1.73566e+12,0.489,0.5188,0,0,0,0,0,0,0,1
90,17.4807,1.19194,0.011264,0.001024,1.67111e+13,1.73566e+12,0.5277,0.5579,0,0,0,0,0,0,0,1
91,15.3201,1.19091,0.012288,0.001024,1.67111e+13,1.73566e+12,0.8272,0.8593,0,0,0,0,0,0,0,1
92,17.9292,1.18784,0.012288,0.001024,1.67111e+13,1.73566e+12,0.3574,0.3866,0,0,0,0,0,0,0,1
93,16.3154,1.18682,0.012288,0.001024,1.67111e+13,1.73566e+12,0.2679,0.317,0,0,0,0,0,0,0,1
94,15.6672,1.18886,0.011264,0.001024,1.67111e+13,1.73566e+12,0.2508,0.2977,0,0,0,0,0,0,0,1
95,18.3276,1.18886,0.013312,0.001024,1.67111e+13,1.73566e+12,0.2642,0.2961,0,0,0,0,0,0,0,1
96,15.3375,1.18886,0.012288,0.001024,1.67111e+13,1.73566e+12,0.4801,0.5101,0,0,0,0,0,0,0,1
97,16.8929,1.18784,0.024576,0.001024,1.67111e+13,1.73566e+12,0.4261,0.4741,0,0,0,0,0,0,0,1
98,18.5364,1.18682,0.013312,0.001024,1.67111e+13,1.73566e+12,0.3878,0.4259,0,0,0,0,0,0,0,1
99,14.2397,1.18886,0.012288,0.001024,1.67111e+13,1.73566e+12,1.9103,1.9651,0,0,0,0,0,0,0,1
100,16.7158,1.18784,0.012288,0.001024,1.67111e+13,1.73566e+12,0.3071,0.3236,0,0,0,0,0,0,0,1
101,16.7793,1.18682,0.012288,0.001024,1.67111e+13,1.73566e+12,0.2845,0.3019,0,0,0,1,0,0,0,1
102,20.8435,1.18682,0.012288,0.001024,1.67111e+13,1.73566e+12,0.2164,0.2361,0,0,0,0,0,0,0,1
103,13.0161,1.18886,0.011264,0.001024,1.67111e+13,1.73566e+12,1.1455,1.184,0,0,0,0,0,0,0,1
104,16.6328,1.18579,0.012288,0.001024,1.67111e+13,1.73566e+12,0.4723,0.4976,0,0,0,0,0,0,0,1
105,16.5591,1.18579,0.011264,0.001024,1.67111e+13,1.73566e+12,0.3184,0.3452,0,0,0,0,0,0,0,1
106,16.4547,1.18579,0.012288,0,1.67111e+13,1.73566e+12,0.4721,0.5196,0,0,0,0,0,0,0,1
107,17.0373,1.19091,0.012288,0.001024,1.67111e+13,1.73566e+12,0.2789,0.3145,0,0,0,0,0,0,0,1
108,17.1878,1.18784,0.012288,0.001024,1.67111e+13,1.73566e+12,0.351,0.3927,0,0,0,0,0,0,0,1
109,15.5269,1.18886,0.011264,0.001024,1.67111e+13,1.73566e+12,0.4183,0.4534,0,0,0,0,0,0,0,1
110,17.6548,1.18579,0.012288,0.001024,1.67111e+13,1.73566e+12,0.2287,0.2585,0,0,0,0,0,0,0,1
111,16.7844,1.18682,0.013312,0.002048,1.67111e+13,1.73566e+12,0.3169,0.3537,0,0,0,0,0,0,0,1
112,16.1055,1.18886,0.012288,0.001024,1.67111e+13,1.73566e+12,0.2286,0.2567,0,0,0,0,0,0,0,1
113,17.2575,2.23437,0.026624,0.001024,1.67111e+13,1.73566e+12,0.5265,0.5605,0,0,0,0,0,0,0,1
114,16.6093,2.2569,0.0256,0.002048,1.67111e+13,1.73566e+12,0.537,0.5688,0,0,0,0,0,0,0,1
115,18.0214,2.25485,0.0256,0.002048,1.67111e+13,1.73566e+12,0.2981,0.3348,0,0,0,0,0,0,0,1
116,15.4307,2.25894,0.027648,0.003072,1.67111e+13,1.73566e+12,0.439,0.5137,0,0,0,0,0,0,0,1
117,16.597,2.29274,0.026624,0.002048,1.67111e+13,1.73566e+12,0.2412,0.2676,0,0,0,0,0,0,0,1
118,16.5642,2.31629,0.026624,0.004096,1.67111e+13,1.73566e+12,0.1898,0.2177,0,0,0,0,0,0,0,1
119,16.5181,2.32243,0.032768,0.001024,1.67111e+13,1.73566e+12,0.4841,0.5229,0,0,0,0,0,0,0,1
120,17.7244,2.32346,0.026624,0.002048,1.67111e+13,1.73566e+12,0.8725,0.9192,0,0,0,0,0,0,0,1
121,15.0753,2.33062,0.026624,0.002048,1.67111e+13,1.73566e+12,0.2892,0.3314,0,0,0,0,0,0,0,1
122,17.4725,2.31834,0.0256,0.003072,1.67111e+13,1.73566e+12,0.2821,0.3287,0,0,0,0,0,0,0,1
123,16.8274,2.32346,0.027648,0.002048,1.67111e+13,1.73566e+12,0.9104,0.9378,0,0,0,0,0,0,0,1
124,16.1106,2.3255,0.0256,0.002048,1.67111e+13,1.73566e+12,0.3458,0.373,0,0,0,0,0,0,0,1
125,16.3635,2.31834,0.026624,0.002048,1.67111e+13,1.73566e+12,0.476,0.5029,0,0,0,0,0,0,0,1
126,16.982,2.31834,0.026624,0.001024,1.67111e+13,1.73566e+12,0.2188,0.244,0,0,0,0,0,0,0,1
127,16.9216,2.43405,0.028672,0.004096,1.67111e+13,1.73566e+12,0.5368,0.5633,0,0,0,0,0,0,0,1
128,17.0281,2.42893,0.029696,0.004096,1.67111e+13,1.73566e+12,0.3039,0.339,0,0,0,0,0,0,0,1
129,16.3574,2.42586,0.027648,0.003072,1.67111e+13,1.73566e+12,1.1652,1.2113,0,0,0,0,0,0,0,1
130,16.812,2.43814,0.028672,0.003072,1.67111e+13,1.73566e+12,0.7887,0.8241,0,0,0,0,0,0,0,1
131,16.2509,2.43814,0.027648,0.003072,1.67111e+13,1.73566e+12,0.5295,0.5697,0,0,0,0,0,0,0,1
132,16.6195,2.42893,0.029696,0.001024,1.67111e+13,1.73566e+12,0.5467,0.5735,0,0,0,0,0,0,0,1
133,16.7352,2.42176,0.028672,0.002048,1.67111e+13,1.73566e+12,0.6294,0.6735,0,0,0,0,0,0,0,1
134,17.3978,2.41766,0.028672,0.002048,1.67111e+13,1.73566e+12,0.2668,0.3134,0,0,0,0,0,0,0,1
135,19.3044,2.40845,0.024576,0.006144,1.67111e+13,1.73566e+12,0.3021,0.3421,0,0,0,0,0,0,0,1
136,14.8214,2.39821,0.027648,0.004096,1.67111e+13,1.73566e+12,0.2409,0.2961,0,0,0,0,0,0,0,1
137,15.7041,2.40128,0.027648,0.003072,1.67111e+13,1.73566e+12,0.261,0.3021,0,0,0,0,0,0,0,1
138,16.6861,2.39206,0.029696,0.002048,1.67111e+13,1.73566e+12,0.3384,0.3826,0,0,0,0,0,0,0,1
139,18.9594,2.50675,0.03072,0.003072,1.67111e+13,1.73566e+12,1.3586,1.4098,0,0,0,0,0,0,0,1
140,14.5879,2.49856,0.028672,0.00512,1.67111e+13,1.73566e+12,0.401,0.4837,0,0,0,0,0,0,0,1
141,16.812,2.50573,0.03072,0.002048,1.67111e+13,1.73566e+12,0.2211,0.2653,0,0,0,0,0,0,0,1
142,15.4941,2.50368,0.028672,0.003072,1.67111e+13,1.73566e+12,0.2612,0.3185,0,0,0,0,0,0,0,1
143,17.9292,2.50266,0.029696,0.003072,1.67111e+13,1.73566e+12,0.2185,0.2549,0,0,0,0,0,0,0,1
144,16.1157,2.50778,0.028672,0.003072,1.67111e+13,1.73566e+12,0.2702,0.3052,0,0,0,0,0,0,0,1
145,17.7644,2.51187,0.028672,0.004096,1.67111e+13,1.73566e+12,0.6122,0.6614,0,0,0,0,0,0,0,1
146,15.8484,2.50266,0.029696,0.002048,1.67111e+13,1.73566e+12,0.9256,1.0144,0,0,0,0,0,0,0,1
147,17.6108,2.48525,0.029696,0.002048,1.67111e+13,1.73566e+12,0.6237,0.6685,0,0,0,0,0,0,0,1
148,16.2796,2.48627,0.029696,0.002048,1.67111e+13,1.73566e+12,0.7446,0.8094,0,0,0,0,0,0,0,1
149,16.3092,2.48934,0.029696,0.003072,1.67111e+13,1.73566e+12,0.4956,0.5425,0,0,0,0,0,0,0,1
150,17.5503,2.60813,0.03072,0.004096,1.67111e+13,1.73566e+12,0.44,0.4835,0,0,0,0,0,0,0,1
151,14.676,2.61222,0.032768,0.002048,1.67111e+13,1.73566e+12,0.2869,0.3689,0,0,0,0,0,0,0,1
152,18.3736,2.61018,0.032768,0.001024,1.67111e+13,1.73566e+12,0.2108,0.2462,0,0,0,0,0,0,0,1
153,16.3031,2.61018,0.03072,0.003072,1.67111e+13,1.73566e+12,0.8025,0.9194,0,0,0,0,0,0,0,1
154,16.7987,2.60403,0.03072,0.004096,1.67111e+13,1.73566e+12,0.2801,0.3558,0,0,0,0,0,0,0,1
155,18.3747,2.59891,0.033792,0.004096,1.67111e+13,1.73566e+12,0.4299,0.4652,0,0,0,0,0,0,0,1
156,15.5556,2.6112,0.032768,0.003072,1.67111e+13,1.73566e+12,0.7315,0.8358,0,0,0,0,0,0,0,1
157,14.7415,2.60301,0.031744,0.003072,1.67111e+13,1.73566e+12,0.605,0.6897,0,0,0,0,0,0,0,1
158,16.4792,2.62246,0.022528,0.001024,1.67111e+13,1.73566e+12,0.4698,0.579,0,0,0,0,0,0,0,1
159,17.7818,2.60301,0.031744,0.004096,1.67111e+13,1.73566e+12,0.2976,0.3471,0,0,0,0,0,0,0,1
160,16.386,2.60506,0.032768,0.002048,1.67111e+13,1.73566e+12,0.2164,0.2603,0,0,0,0,0,0,0,1
161,18.4105,2.62042,0.032768,0.003072,1.67111e+13,1.73566e+12,0.6578,0.7254,0,0,0,0,0,0,0,1
162,14.2141,2.6112,0.03072,0.003072,1.67111e+13,1.73566e+12,1.8946,1.9887,0,0,0,0,0,0,0,1
163,18.6665,2.71053,0.034816,0.003072,1.67111e+13,1.73566e+12,0.6321,0.6877,0,0,0,0,0,0,0,1
164,14.9156,2.7136,0.031744,0.001024,1.67111e+13,1.73566e+12,0.2952,0.3837,0,0,0,0,0,0,0,1
165,16.8038,2.70746,0.031744,0.003072,1.67111e+13,1.73566e+12,0.3437,0.3956,0,0,0,0,0,0,0,1
166,17.6527,2.71872,0.033792,0.004096,1.67111e+13,1.73566e+12,0.381,0.4393,0,0,0,0,0,0,0,1
167,15.8444,2.71667,0.034816,0.004096,1.67111e+13,1.73566e+12,0.234,0.2836,0,0,0,0,0,0,0,1
168,17.6282,2.70848,0.019456,0.001024,1.67111e+13,1.73566e+12,0.6427,0.7277,0,0,0,0,0,0,0,1
169,16.3482,2.7177,0.034816,0.002048,1.67111e+13,1.73566e+12,1.1244,1.1802,0,0,0,0,0,0,0,1
170,15.4778,2.7136,0.038912,0.001024,1.67111e+13,1.73566e+12,0.6555,0.6935,0,0,0,0,0,0,0,1
171,20.7268,2.72794,0.032768,0.003072,1.67111e+13,1.73566e+12,0.2589,0.3263,0,0,0,0,0,0,0,1
172,14.0892,2.70746,0.033792,0.003072,1.67111e+13,1.73566e+12,1.6743,1.8106,0,0,0,0,0,0,0,1
173,18.6931,2.71053,0.03072,0.00512,1.67111e+13,1.73566e+12,0.5914,0.6558,0,0,0,0,0,0,0,1
174,13.9581,2.71565,0.03072,0.00512,1.67111e+13,1.73566e+12,1.6324,1.7701,0,0,0,0,0,0,0,1
175,15.872,2.83853,0.034816,0.003072,1.67111e+13,1.73566e+12,0.8033,0.8381,0,0,0,0,0,0,0,1
176,19.6639,2.8375,0.034816,0.004096,1.67111e+13,1.73566e+12,0.18,0.2242,0,0,0,0,0,0,0,1
177,15.103,2.83034,0.034816,0.003072,1.67111e+13,1.73566e+12,1.7452,1.865,0,0,0,0,0,0,0,1
178,16.4833,2.82829,0.034816,0.003072,1.67111e+13,1.73566e+12,2.106,2.2027,0,0,0,0,0,0,0,1
179,16.8714,2.82419,0.033792,0.004096,1.67111e+13,1.73566e+12,0.4178,0.4543,0,0,0,0,0,0,0,1
180,16.1802,2.83648,0.034816,0.003072,1.67111e+13,1.73566e+12,0.7509,0.8305,0,0,0,0,0,0,0,1
181,17.2513,2.82419,0.034816,0.003072,1.67111e+13,1.73566e+12,0.3609,0.3991,0,0,0,0,0,0,0,1
182,15.7901,2.83136,0.034816,0.001024,1.67111e+13,1.73566e+12,0.4321,0.4746,0,0,0,0,0,0,0,1
183,17.3742,2.82829,0.03584,0.00512,1.67111e+13,1.73566e+12,0.676,0.7498,0,0,0,0,0,0,0,1
184,16.8202,2.83136,0.03584,0.004096,1.67111e+13,1.73566e+12,0.2899,0.3461,0,0,0,0,0,0,0,1
185,17.6445,2.82317,0.03584,0.00512,1.67111e+13,1.73566e+12,0.7538,0.8239,0,0,0,0,0,0,0,1
186,15.148,2.8201,0.033792,0.004096,1.67111e+13,1.73566e+12,0.634,0.7468,0,0,0,0,0,0,0,1
187,16.7455,2.90816,0.036864,0.00512,1.67111e+13,1.73566e+12,0.565,0.6071,0,0,0,0,0,0,0,1
188,16.98,2.90816,0.036864,0.004096,1.67111e+13,1.73566e+12,0.2252,0.2717,0,0,0,0,0,0,0,1
189,16.3226,2.90202,0.033792,0.006144,1.67111e+13,1.73566e+12,0.3307,0.3728,0,0,0,0,0,0,0,1
190,17.0557,2.90611,0.034816,0.004096,1.67111e+13,1.73566e+12,0.3837,0.4359,0,0,0,0,0,0,0,1
191,17.4387,2.91226,0.033792,0.004096,1.67111e+13,1.73566e+12,0.3359,0.3882,0,0,0,0,0,0,0,1
192,16.1679,2.91226,0.034816,0.004096,1.67111e+13,1.73566e+12,0.7463,0.8462,0,0,0,0,0,0,0,1
193,16.0963,2.91328,0.03584,0.00512,1.67111e+13,1.73566e+12,0.491,0.5345,0,0,0,0,0,0,0,1
194,16.2499,2.90406,0.034816,0.004096,1.67111e+13,1.73566e+12,0.3063,0.3504,0,0,0,0,0,0,0,1
195,17.5432,2.91226,0.0256,0.011264,1.67111e+13,1.73566e+12,0.513,0.555,0,0,0,0,0,0,0,1
196,15.2033,2.91226,0.03072,0.006144,1.67111e+13,1.73566e+12,2.3266,2.4303,0,0,0,0,0,0,0,1
197,17.1561,2.90509,0.03584,0.002048,1.67111e+13,1.73566e+12,0.361,0.4268,0,0,0,0,0,0,0,1
198,16.2847,2.91226,0.036864,0.003072,1.67111e+13,1.73566e+12,0.2986,0.3901,0,0,0,0,0,0,0,1
199,18.5805,3.04742,0.038912,0.002048,1.67111e+13,1.73566e+12,0.3266,0.3952,0,0,0,0,0,0,0,1
200,14.8408,3.03411,0.036864,0.004096,1.67111e+13,1.73566e+12,0.5191,1.0404,0,0,0,0,0,0,0,1
201,17.065,3.03923,0.034816,0.006144,1.67111e+13,1.73566e+12,0.3167,0.393,0,0,0,0,0,0,0,1
202,17.0834,3.04333,0.034816,0.00512,1.67111e+13,1.73566e+12,0.7702,0.8114,0,0,0,0,0,0,0,1
203,19.3853,3.0464,0.03584,0.00512,1.67111e+13,1.73566e+12,0.4254,0.4907,0,0,0,0,0,0,0,1
204,13.6284,3.04947,0.037888,0.003072,1.67111e+13,1.73566e+12,0.3758,0.4282,0,0,0,0,0,0,0,1
205,17.2175,3.04128,0.036864,0.004096,1.67111e+13,1.73566e+12,0.3402,0.4024,0,0,0,0,0,0,0,1
206,16.3983,3.04947,0.034816,0.004096,1.67111e+13,1.73566e+12,1.0942,1.1429,0,0,0,0,0,0,0,1
207,17.4356,3.03821,0.036864,0.004096,1.67111e+13,1.73566e+12,0.4746,0.5167,0,0,0,0,0,0,0,1
208,16.4536,3.04845,0.03584,0.004096,1.67111e+13,1.73566e+12,0.4544,0.497,0,0,0,0,0,0,0,1
209,15.573,3.0505,0.037888,0.004096,1.67111e+13,1.73566e+12,0.3629,0.4106,0,0,0,0,0,0,0,1
210,17.0004,3.0423,0.036864,0.00512,1.67111e+13,1.73566e+12,0.327,0.3914,0,0,0,0,0,0,0,1
211,16.6779,3.13754,0.037888,0.004096,1.67111e+13,1.73566e+12,0.4768,0.5449,0,0,0,0,0,0,0,1
212,16.6124,3.13651,0.036864,0.004096,1.67111e+13,1.73566e+12,0.353,0.4153,0,0,0,0,0,0,0,1
213,16.6113,3.14266,0.04096,0.002048,1.67111e+13,1.73566e+12,0.51,0.5691,0,0,0,0,0,0,0,1
214,16.8704,3.13549,0.036864,0.004096,1.67111e+13,1.73566e+12,0.5974,0.6595,0,0,0,0,0,0,0,1
215,16.8172,3.14982,0.038912,0.00512,1.67111e+13,1.73566e+12,0.3497,0.3959,0,0,0,0,0,0,0,1
216,16.8223,3.14163,0.037888,0.00512,1.67111e+13,1.73566e+12,1.7695,1.833,0,0,0,0,0,0,0,1
217,16.2171,3.1447,0.037888,0.004096,1.67111e+13,1.73566e+12,1.5152,1.6324,0,0,0,0,0,0,0,1
218,16.9994,3.14163,0.036864,0.00512,1.67111e+13,1.73566e+12,0.3821,0.4513,0,0,0,0,0,0,0,1
